# FILE DU LIEU DIEM DANH
# Format: MaSV|MaLop|NgayDiemDanh|TrangThai
# TrangThai: Co_mat | Vang_co_phep | Vang_khong_phep
#--------------------------------------------------
202398279|781707|18/06/2026|Vang_khong_phep
202590371|781707|24/12/2025|Co_mat
202590371|781707|31/12/2025|Co_mat
202590371|781707|07/01/2026|Co_mat
202590371|781707|14/01/2026|Co_mat
202590371|781707|21/01/2026|Co_mat
202590371|781707|28/01/2026|Co_mat
202590371|781707|04/02/2026|Co_mat
202590371|781707|11/02/2026|Co_mat
202590371|781707|18/02/2026|Co_mat
202590371|781707|25/02/2026|Co_mat
202590371|781707|04/03/2026|Vang_khong_phep
202590371|781707|11/03/2026|Chua_diem_danh
202590371|781707|18/03/2026|Vang_khong_phep
202590371|781707|25/03/2026|Co_mat
202590371|781707|01/04/2026|Vang_khong_phep
202590371|781707|08/04/2026|Co_mat
202590371|781707|15/04/2026|Co_mat
202590371|781707|22/04/2026|Co_mat
202590371|781707|29/04/2026|Chua_diem_danh
202590371|781707|06/05/2026|Co_mat
202590371|781707|13/05/2026|Co_mat
202590371|781707|20/05/2026|Co_mat
202590371|781707|27/05/2026|Co_mat
202590371|781707|03/06/2026|Co_mat
202590371|781707|10/06/2026|Co_mat
202590371|781707|17/06/2026|Co_mat
202590371|781707|18/06/2026|Vang_khong_phep
202471378|781707|24/12/2025|Vang_khong_phep
202471378|781707|31/12/2025|Co_mat
202471378|781707|07/01/2026|Co_mat
202471378|781707|14/01/2026|Co_mat
202471378|781707|21/01/2026|Co_mat
202471378|781707|28/01/2026|Co_mat
202471378|781707|04/02/2026|Co_mat
202471378|781707|11/02/2026|Co_mat
202471378|781707|18/02/2026|Co_mat
202471378|781707|25/02/2026|Co_mat
202471378|781707|04/03/2026|Vang_khong_phep
202471378|781707|11/03/2026|Co_mat
202471378|781707|18/03/2026|Co_mat
202471378|781707|25/03/2026|Co_mat
202471378|781707|01/04/2026|Co_mat
202471378|781707|08/04/2026|Co_mat
202471378|781707|15/04/2026|Co_mat
202471378|781707|22/04/2026|Co_mat
202471378|781707|29/04/2026|Co_mat
202471378|781707|06/05/2026|Co_mat
202471378|781707|13/05/2026|Co_mat
202471378|781707|20/05/2026|Co_mat
202471378|781707|27/05/2026|Co_mat
202471378|781707|03/06/2026|Co_mat
202471378|781707|10/06/2026|Co_mat
202471378|781707|17/06/2026|Co_mat
202471378|781707|18/06/2026|Co_mat
202442702|781707|24/12/2025|Co_mat
202442702|781707|31/12/2025|Co_mat
202442702|781707|07/01/2026|Chua_diem_danh
202442702|781707|14/01/2026|Co_mat
202442702|781707|21/01/2026|Co_mat
202442702|781707|28/01/2026|Co_mat
202442702|781707|04/02/2026|Co_mat
202442702|781707|11/02/2026|Co_mat
202442702|781707|18/02/2026|Co_mat
202442702|781707|25/02/2026|Co_mat
202442702|781707|04/03/2026|Co_mat
202442702|781707|11/03/2026|Co_mat
202442702|781707|18/03/2026|Co_mat
202442702|781707|25/03/2026|Co_mat
202442702|781707|01/04/2026|Co_mat
202442702|781707|08/04/2026|Co_mat
202442702|781707|15/04/2026|Co_mat
202442702|781707|22/04/2026|Co_mat
202442702|781707|29/04/2026|Co_mat
202442702|781707|06/05/2026|Co_mat
202442702|781707|13/05/2026|Vang_khong_phep
202442702|781707|20/05/2026|Co_mat
202442702|781707|27/05/2026|Co_mat
202442702|781707|03/06/2026|Co_mat
202442702|781707|10/06/2026|Co_mat
202442702|781707|17/06/2026|Co_mat
202442702|781707|18/06/2026|Co_mat
202212333|781707|24/12/2025|Co_mat
202212333|781707|31/12/2025|Co_mat
202212333|781707|07/01/2026|Co_mat
202212333|781707|14/01/2026|Co_mat
202212333|781707|21/01/2026|Vang_khong_phep
202212333|781707|28/01/2026|Co_mat
202212333|781707|04/02/2026|Co_mat
202212333|781707|11/02/2026|Co_mat
202212333|781707|18/02/2026|Co_mat
202212333|781707|25/02/2026|Co_mat
202212333|781707|04/03/2026|Co_mat
202212333|781707|11/03/2026|Co_mat
202212333|781707|18/03/2026|Co_mat
202212333|781707|25/03/2026|Co_mat
202212333|781707|01/04/2026|Co_mat
202212333|781707|08/04/2026|Chua_diem_danh
202212333|781707|15/04/2026|Co_mat
202212333|781707|22/04/2026|Co_mat
202212333|781707|29/04/2026|Co_mat
202212333|781707|06/05/2026|Co_mat
202212333|781707|13/05/2026|Co_mat
202212333|781707|20/05/2026|Co_mat
202212333|781707|27/05/2026|Co_mat
202212333|781707|03/06/2026|Co_mat
202212333|781707|10/06/2026|Co_mat
202212333|781707|17/06/2026|Co_mat
202212333|781707|18/06/2026|Co_mat
202375729|781707|24/12/2025|Co_mat
202375729|781707|31/12/2025|Co_mat
202375729|781707|07/01/2026|Co_mat
202375729|781707|14/01/2026|Co_mat
202375729|781707|21/01/2026|Co_mat
202375729|781707|28/01/2026|Co_mat
202375729|781707|04/02/2026|Co_mat
202375729|781707|11/02/2026|Co_mat
202375729|781707|18/02/2026|Co_mat
202375729|781707|25/02/2026|Co_mat
202375729|781707|04/03/2026|Vang_khong_phep
202375729|781707|11/03/2026|Vang_khong_phep
202375729|781707|18/03/2026|Co_mat
202375729|781707|25/03/2026|Co_mat
202375729|781707|01/04/2026|Co_mat
202375729|781707|08/04/2026|Co_mat
202375729|781707|15/04/2026|Co_mat
202375729|781707|22/04/2026|Co_mat
202375729|781707|29/04/2026|Vang_khong_phep
202375729|781707|06/05/2026|Co_mat
202375729|781707|13/05/2026|Co_mat
202375729|781707|20/05/2026|Co_mat
202375729|781707|27/05/2026|Co_mat
202375729|781707|03/06/2026|Co_mat
202375729|781707|10/06/2026|Co_mat
202375729|781707|17/06/2026|Co_mat
202375729|781707|18/06/2026|Co_mat
202492713|781707|24/12/2025|Co_mat
202492713|781707|31/12/2025|Co_mat
202492713|781707|07/01/2026|Co_mat
202492713|781707|14/01/2026|Co_mat
202492713|781707|21/01/2026|Co_mat
202492713|781707|28/01/2026|Co_mat
202492713|781707|04/02/2026|Co_mat
202492713|781707|11/02/2026|Co_mat
202492713|781707|18/02/2026|Co_mat
202492713|781707|25/02/2026|Chua_diem_danh
202492713|781707|04/03/2026|Co_mat
202492713|781707|11/03/2026|Co_mat
202492713|781707|18/03/2026|Chua_diem_danh
202492713|781707|25/03/2026|Co_mat
202492713|781707|01/04/2026|Vang_khong_phep
202492713|781707|08/04/2026|Co_mat
202492713|781707|15/04/2026|Chua_diem_danh
202492713|781707|22/04/2026|Co_mat
202492713|781707|29/04/2026|Co_mat
202492713|781707|06/05/2026|Co_mat
202492713|781707|13/05/2026|Co_mat
202492713|781707|20/05/2026|Co_mat
202492713|781707|27/05/2026|Chua_diem_danh
202492713|781707|03/06/2026|Chua_diem_danh
202492713|781707|10/06/2026|Co_mat
202492713|781707|17/06/2026|Co_mat
202492713|781707|18/06/2026|Co_mat
202473563|781707|24/12/2025|Co_mat
202473563|781707|31/12/2025|Co_mat
202473563|781707|07/01/2026|Co_mat
202473563|781707|14/01/2026|Co_mat
202473563|781707|21/01/2026|Co_mat
202473563|781707|28/01/2026|Co_mat
202473563|781707|04/02/2026|Co_mat
202473563|781707|11/02/2026|Co_mat
202473563|781707|18/02/2026|Co_mat
202473563|781707|25/02/2026|Co_mat
202473563|781707|04/03/2026|Co_mat
202473563|781707|11/03/2026|Co_mat
202473563|781707|18/03/2026|Co_mat
202473563|781707|25/03/2026|Co_mat
202473563|781707|01/04/2026|Co_mat
202473563|781707|08/04/2026|Co_mat
202473563|781707|15/04/2026|Vang_khong_phep
202473563|781707|22/04/2026|Co_mat
202473563|781707|29/04/2026|Co_mat
202473563|781707|06/05/2026|Co_mat
202473563|781707|13/05/2026|Vang_khong_phep
202473563|781707|20/05/2026|Co_mat
202473563|781707|27/05/2026|Co_mat
202473563|781707|03/06/2026|Co_mat
202473563|781707|10/06/2026|Co_mat
202473563|781707|17/06/2026|Co_mat
202473563|781707|18/06/2026|Co_mat
202486123|781707|24/12/2025|Co_mat
202486123|781707|31/12/2025|Co_mat
202486123|781707|07/01/2026|Co_mat
202486123|781707|14/01/2026|Co_mat
202486123|781707|21/01/2026|Co_mat
202486123|781707|28/01/2026|Co_mat
202486123|781707|04/02/2026|Co_mat
202486123|781707|11/02/2026|Chua_diem_danh
202486123|781707|18/02/2026|Chua_diem_danh
202486123|781707|25/02/2026|Chua_diem_danh
202486123|781707|04/03/2026|Co_mat
202486123|781707|11/03/2026|Co_mat
202486123|781707|18/03/2026|Co_mat
202486123|781707|25/03/2026|Co_mat
202486123|781707|01/04/2026|Co_mat
202486123|781707|08/04/2026|Vang_khong_phep
202486123|781707|15/04/2026|Vang_khong_phep
202486123|781707|22/04/2026|Co_mat
202486123|781707|29/04/2026|Co_mat
202486123|781707|06/05/2026|Co_mat
202486123|781707|13/05/2026|Co_mat
202486123|781707|20/05/2026|Co_mat
202486123|781707|27/05/2026|Co_mat
202486123|781707|03/06/2026|Co_mat
202486123|781707|10/06/2026|Co_mat
202486123|781707|17/06/2026|Co_mat
202486123|781707|18/06/2026|Co_mat
202345103|781707|24/12/2025|Co_mat
202345103|781707|31/12/2025|Co_mat
202345103|781707|07/01/2026|Co_mat
202345103|781707|14/01/2026|Co_mat
202345103|781707|21/01/2026|Co_mat
202345103|781707|28/01/2026|Co_mat
202345103|781707|04/02/2026|Co_mat
202345103|781707|11/02/2026|Co_mat
202345103|781707|18/02/2026|Co_mat
202345103|781707|25/02/2026|Vang_khong_phep
202345103|781707|04/03/2026|Co_mat
202345103|781707|11/03/2026|Co_mat
202345103|781707|18/03/2026|Co_mat
202345103|781707|25/03/2026|Co_mat
202345103|781707|01/04/2026|Co_mat
202345103|781707|08/04/2026|Co_mat
202345103|781707|15/04/2026|Co_mat
202345103|781707|22/04/2026|Co_mat
202345103|781707|29/04/2026|Co_mat
202345103|781707|06/05/2026|Co_mat
202345103|781707|13/05/2026|Co_mat
202345103|781707|20/05/2026|Vang_khong_phep
202345103|781707|27/05/2026|Co_mat
202345103|781707|03/06/2026|Co_mat
202345103|781707|10/06/2026|Co_mat
202345103|781707|17/06/2026|Co_mat
202345103|781707|18/06/2026|Co_mat
202521221|781707|24/12/2025|Co_mat
202521221|781707|31/12/2025|Co_mat
202521221|781707|07/01/2026|Co_mat
202521221|781707|14/01/2026|Co_mat
202521221|781707|21/01/2026|Co_mat
202521221|781707|28/01/2026|Co_mat
202521221|781707|04/02/2026|Co_mat
202521221|781707|11/02/2026|Chua_diem_danh
202521221|781707|18/02/2026|Co_mat
202521221|781707|25/02/2026|Co_mat
202521221|781707|04/03/2026|Co_mat
202521221|781707|11/03/2026|Co_mat
202521221|781707|18/03/2026|Co_mat
202521221|781707|25/03/2026|Co_mat
202521221|781707|01/04/2026|Co_mat
202521221|781707|08/04/2026|Co_mat
202521221|781707|15/04/2026|Co_mat
202521221|781707|22/04/2026|Co_mat
202521221|781707|29/04/2026|Chua_diem_danh
202521221|781707|06/05/2026|Co_mat
202521221|781707|13/05/2026|Co_mat
202521221|781707|20/05/2026|Co_mat
202521221|781707|27/05/2026|Co_mat
202521221|781707|03/06/2026|Co_mat
202521221|781707|10/06/2026|Co_mat
202521221|781707|17/06/2026|Co_mat
202521221|781707|18/06/2026|Co_mat
202383432|781707|24/12/2025|Co_mat
202383432|781707|31/12/2025|Co_mat
202383432|781707|07/01/2026|Co_mat
202383432|781707|14/01/2026|Co_mat
202383432|781707|21/01/2026|Co_mat
202383432|781707|28/01/2026|Chua_diem_danh
202383432|781707|04/02/2026|Co_mat
202383432|781707|11/02/2026|Vang_khong_phep
202383432|781707|18/02/2026|Co_mat
202383432|781707|25/02/2026|Co_mat
202383432|781707|04/03/2026|Co_mat
202383432|781707|11/03/2026|Co_mat
202383432|781707|18/03/2026|Co_mat
202383432|781707|25/03/2026|Co_mat
202383432|781707|01/04/2026|Co_mat
202383432|781707|08/04/2026|Co_mat
202383432|781707|15/04/2026|Vang_khong_phep
202383432|781707|22/04/2026|Vang_khong_phep
202383432|781707|29/04/2026|Co_mat
202383432|781707|06/05/2026|Co_mat
202383432|781707|13/05/2026|Co_mat
202383432|781707|20/05/2026|Co_mat
202383432|781707|27/05/2026|Co_mat
202383432|781707|03/06/2026|Co_mat
202383432|781707|10/06/2026|Co_mat
202383432|781707|17/06/2026|Co_mat
202383432|781707|18/06/2026|Co_mat
202470959|781707|24/12/2025|Vang_khong_phep
202470959|781707|31/12/2025|Vang_khong_phep
202470959|781707|07/01/2026|Co_mat
202470959|781707|14/01/2026|Co_mat
202470959|781707|21/01/2026|Co_mat
202470959|781707|28/01/2026|Vang_khong_phep
202470959|781707|04/02/2026|Co_mat
202470959|781707|11/02/2026|Co_mat
202470959|781707|18/02/2026|Co_mat
202470959|781707|25/02/2026|Chua_diem_danh
202470959|781707|04/03/2026|Co_mat
202470959|781707|11/03/2026|Co_mat
202470959|781707|18/03/2026|Co_mat
202470959|781707|25/03/2026|Co_mat
202470959|781707|01/04/2026|Co_mat
202470959|781707|08/04/2026|Co_mat
202470959|781707|15/04/2026|Co_mat
202470959|781707|22/04/2026|Co_mat
202470959|781707|29/04/2026|Co_mat
202470959|781707|06/05/2026|Co_mat
202470959|781707|13/05/2026|Co_mat
202470959|781707|20/05/2026|Co_mat
202470959|781707|27/05/2026|Chua_diem_danh
202470959|781707|03/06/2026|Co_mat
202470959|781707|10/06/2026|Co_mat
202470959|781707|17/06/2026|Co_mat
202470959|781707|18/06/2026|Co_mat
202327034|781707|24/12/2025|Co_mat
202327034|781707|31/12/2025|Co_mat
202327034|781707|07/01/2026|Vang_khong_phep
202327034|781707|14/01/2026|Co_mat
202327034|781707|21/01/2026|Co_mat
202327034|781707|28/01/2026|Co_mat
202327034|781707|04/02/2026|Chua_diem_danh
202327034|781707|11/02/2026|Co_mat
202327034|781707|18/02/2026|Co_mat
202327034|781707|25/02/2026|Co_mat
202327034|781707|04/03/2026|Co_mat
202327034|781707|11/03/2026|Co_mat
202327034|781707|18/03/2026|Co_mat
202327034|781707|25/03/2026|Co_mat
202327034|781707|01/04/2026|Co_mat
202327034|781707|08/04/2026|Co_mat
202327034|781707|15/04/2026|Co_mat
202327034|781707|22/04/2026|Co_mat
202327034|781707|29/04/2026|Co_mat
202327034|781707|06/05/2026|Co_mat
202327034|781707|13/05/2026|Co_mat
202327034|781707|20/05/2026|Co_mat
202327034|781707|27/05/2026|Co_mat
202327034|781707|03/06/2026|Co_mat
202327034|781707|10/06/2026|Co_mat
202327034|781707|17/06/2026|Co_mat
202327034|781707|18/06/2026|Vang_khong_phep
202473441|781707|24/12/2025|Co_mat
202473441|781707|31/12/2025|Co_mat
202473441|781707|07/01/2026|Co_mat
202473441|781707|14/01/2026|Co_mat
202473441|781707|21/01/2026|Co_mat
202473441|781707|28/01/2026|Co_mat
202473441|781707|04/02/2026|Co_mat
202473441|781707|11/02/2026|Co_mat
202473441|781707|18/02/2026|Co_mat
202473441|781707|25/02/2026|Co_mat
202473441|781707|04/03/2026|Co_mat
202473441|781707|11/03/2026|Co_mat
202473441|781707|18/03/2026|Co_mat
202473441|781707|25/03/2026|Chua_diem_danh
202473441|781707|01/04/2026|Co_mat
202473441|781707|08/04/2026|Co_mat
202473441|781707|15/04/2026|Chua_diem_danh
202473441|781707|22/04/2026|Co_mat
202473441|781707|29/04/2026|Vang_khong_phep
202473441|781707|06/05/2026|Co_mat
202473441|781707|13/05/2026|Co_mat
202473441|781707|20/05/2026|Co_mat
202473441|781707|27/05/2026|Co_mat
202473441|781707|03/06/2026|Co_mat
202473441|781707|10/06/2026|Co_mat
202473441|781707|17/06/2026|Co_mat
202473441|781707|18/06/2026|Co_mat
202513166|781707|24/12/2025|Co_mat
202513166|781707|31/12/2025|Co_mat
202513166|781707|07/01/2026|Co_mat
202513166|781707|14/01/2026|Co_mat
202513166|781707|21/01/2026|Co_mat
202513166|781707|28/01/2026|Chua_diem_danh
202513166|781707|04/02/2026|Chua_diem_danh
202513166|781707|11/02/2026|Co_mat
202513166|781707|18/02/2026|Chua_diem_danh
202513166|781707|25/02/2026|Co_mat
202513166|781707|04/03/2026|Co_mat
202513166|781707|11/03/2026|Co_mat
202513166|781707|18/03/2026|Co_mat
202513166|781707|25/03/2026|Co_mat
202513166|781707|01/04/2026|Co_mat
202513166|781707|08/04/2026|Co_mat
202513166|781707|15/04/2026|Co_mat
202513166|781707|22/04/2026|Co_mat
202513166|781707|29/04/2026|Co_mat
202513166|781707|06/05/2026|Vang_khong_phep
202513166|781707|13/05/2026|Chua_diem_danh
202513166|781707|20/05/2026|Co_mat
202513166|781707|27/05/2026|Co_mat
202513166|781707|03/06/2026|Co_mat
202513166|781707|10/06/2026|Co_mat
202513166|781707|17/06/2026|Co_mat
202513166|781707|18/06/2026|Co_mat
202595714|781707|24/12/2025|Co_mat
202595714|781707|31/12/2025|Co_mat
202595714|781707|07/01/2026|Chua_diem_danh
202595714|781707|14/01/2026|Co_mat
202595714|781707|21/01/2026|Co_mat
202595714|781707|28/01/2026|Co_mat
202595714|781707|04/02/2026|Co_mat
202595714|781707|11/02/2026|Co_mat
202595714|781707|18/02/2026|Co_mat
202595714|781707|25/02/2026|Co_mat
202595714|781707|04/03/2026|Co_mat
202595714|781707|11/03/2026|Co_mat
202595714|781707|18/03/2026|Co_mat
202595714|781707|25/03/2026|Chua_diem_danh
202595714|781707|01/04/2026|Co_mat
202595714|781707|08/04/2026|Co_mat
202595714|781707|15/04/2026|Co_mat
202595714|781707|22/04/2026|Co_mat
202595714|781707|29/04/2026|Co_mat
202595714|781707|06/05/2026|Co_mat
202595714|781707|13/05/2026|Co_mat
202595714|781707|20/05/2026|Co_mat
202595714|781707|27/05/2026|Co_mat
202595714|781707|03/06/2026|Vang_khong_phep
202595714|781707|10/06/2026|Co_mat
202595714|781707|17/06/2026|Co_mat
202595714|781707|18/06/2026|Vang_khong_phep
202398726|781707|24/12/2025|Co_mat
202398726|781707|31/12/2025|Co_mat
202398726|781707|07/01/2026|Co_mat
202398726|781707|14/01/2026|Co_mat
202398726|781707|21/01/2026|Co_mat
202398726|781707|28/01/2026|Vang_khong_phep
202398726|781707|04/02/2026|Co_mat
202398726|781707|11/02/2026|Co_mat
202398726|781707|18/02/2026|Co_mat
202398726|781707|25/02/2026|Co_mat
202398726|781707|04/03/2026|Co_mat
202398726|781707|11/03/2026|Co_mat
202398726|781707|18/03/2026|Chua_diem_danh
202398726|781707|25/03/2026|Co_mat
202398726|781707|01/04/2026|Vang_khong_phep
202398726|781707|08/04/2026|Co_mat
202398726|781707|15/04/2026|Co_mat
202398726|781707|22/04/2026|Co_mat
202398726|781707|29/04/2026|Co_mat
202398726|781707|06/05/2026|Co_mat
202398726|781707|13/05/2026|Co_mat
202398726|781707|20/05/2026|Co_mat
202398726|781707|27/05/2026|Vang_khong_phep
202398726|781707|03/06/2026|Co_mat
202398726|781707|10/06/2026|Co_mat
202398726|781707|17/06/2026|Co_mat
202398726|781707|18/06/2026|Co_mat
202300120|781707|24/12/2025|Co_mat
202300120|781707|31/12/2025|Co_mat
202300120|781707|07/01/2026|Vang_khong_phep
202300120|781707|14/01/2026|Co_mat
202300120|781707|21/01/2026|Co_mat
202300120|781707|28/01/2026|Co_mat
202300120|781707|04/02/2026|Co_mat
202300120|781707|11/02/2026|Co_mat
202300120|781707|18/02/2026|Co_mat
202300120|781707|25/02/2026|Co_mat
202300120|781707|04/03/2026|Co_mat
202300120|781707|11/03/2026|Co_mat
202300120|781707|18/03/2026|Co_mat
202300120|781707|25/03/2026|Co_mat
202300120|781707|01/04/2026|Co_mat
202300120|781707|08/04/2026|Co_mat
202300120|781707|15/04/2026|Co_mat
202300120|781707|22/04/2026|Co_mat
202300120|781707|29/04/2026|Co_mat
202300120|781707|06/05/2026|Co_mat
202300120|781707|13/05/2026|Co_mat
202300120|781707|20/05/2026|Co_mat
202300120|781707|27/05/2026|Co_mat
202300120|781707|03/06/2026|Co_mat
202300120|781707|10/06/2026|Co_mat
202300120|781707|17/06/2026|Co_mat
202300120|781707|18/06/2026|Vang_co_phep
202419167|781707|24/12/2025|Co_mat
202419167|781707|31/12/2025|Chua_diem_danh
202419167|781707|07/01/2026|Co_mat
202419167|781707|14/01/2026|Co_mat
202419167|781707|21/01/2026|Co_mat
202419167|781707|28/01/2026|Co_mat
202419167|781707|04/02/2026|Co_mat
202419167|781707|11/02/2026|Co_mat
202419167|781707|18/02/2026|Co_mat
202419167|781707|25/02/2026|Co_mat
202419167|781707|04/03/2026|Co_mat
202419167|781707|11/03/2026|Co_mat
202419167|781707|18/03/2026|Chua_diem_danh
202419167|781707|25/03/2026|Co_mat
202419167|781707|01/04/2026|Co_mat
202419167|781707|08/04/2026|Co_mat
202419167|781707|15/04/2026|Co_mat
202419167|781707|22/04/2026|Co_mat
202419167|781707|29/04/2026|Co_mat
202419167|781707|06/05/2026|Co_mat
202419167|781707|13/05/2026|Co_mat
202419167|781707|20/05/2026|Co_mat
202419167|781707|27/05/2026|Co_mat
202419167|781707|03/06/2026|Co_mat
202419167|781707|10/06/2026|Co_mat
202419167|781707|17/06/2026|Co_mat
202419167|781707|18/06/2026|Co_mat
202589567|781707|24/12/2025|Co_mat
202589567|781707|31/12/2025|Co_mat
202589567|781707|07/01/2026|Co_mat
202589567|781707|14/01/2026|Co_mat
202589567|781707|21/01/2026|Co_mat
202589567|781707|28/01/2026|Co_mat
202589567|781707|04/02/2026|Co_mat
202589567|781707|11/02/2026|Co_mat
202589567|781707|18/02/2026|Co_mat
202589567|781707|25/02/2026|Co_mat
202589567|781707|04/03/2026|Co_mat
202589567|781707|11/03/2026|Co_mat
202589567|781707|18/03/2026|Co_mat
202589567|781707|25/03/2026|Co_mat
202589567|781707|01/04/2026|Co_mat
202589567|781707|08/04/2026|Co_mat
202589567|781707|15/04/2026|Co_mat
202589567|781707|22/04/2026|Co_mat
202589567|781707|29/04/2026|Co_mat
202589567|781707|06/05/2026|Co_mat
202589567|781707|13/05/2026|Co_mat
202589567|781707|20/05/2026|Co_mat
202589567|781707|27/05/2026|Co_mat
202589567|781707|03/06/2026|Co_mat
202589567|781707|10/06/2026|Co_mat
202589567|781707|17/06/2026|Co_mat
202589567|781707|18/06/2026|Co_mat
202304346|254786|20/12/2025|Vang_khong_phep
202304346|254786|26/12/2025|Co_mat
202304346|254786|27/12/2025|Co_mat
202304346|254786|02/01/2026|Co_mat
202304346|254786|03/01/2026|Co_mat
202304346|254786|09/01/2026|Co_mat
202304346|254786|10/01/2026|Co_mat
202304346|254786|16/01/2026|Co_mat
202304346|254786|17/01/2026|Co_mat
202304346|254786|23/01/2026|Co_mat
202304346|254786|24/01/2026|Co_mat
202304346|254786|30/01/2026|Co_mat
202304346|254786|31/01/2026|Co_mat
202304346|254786|06/02/2026|Vang_khong_phep
202304346|254786|07/02/2026|Chua_diem_danh
202304346|254786|13/02/2026|Co_mat
202304346|254786|14/02/2026|Co_mat
202304346|254786|20/02/2026|Co_mat
202304346|254786|21/02/2026|Co_mat
202304346|254786|27/02/2026|Co_mat
202304346|254786|28/02/2026|Co_mat
202304346|254786|06/03/2026|Vang_khong_phep
202304346|254786|07/03/2026|Co_mat
202304346|254786|13/03/2026|Co_mat
202304346|254786|14/03/2026|Co_mat
202304346|254786|20/03/2026|Co_mat
202304346|254786|21/03/2026|Co_mat
202304346|254786|27/03/2026|Co_mat
202304346|254786|28/03/2026|Co_mat
202304346|254786|03/04/2026|Co_mat
202304346|254786|04/04/2026|Co_mat
202304346|254786|10/04/2026|Co_mat
202304346|254786|11/04/2026|Co_mat
202304346|254786|17/04/2026|Co_mat
202304346|254786|18/04/2026|Co_mat
202304346|254786|24/04/2026|Co_mat
202304346|254786|25/04/2026|Co_mat
202304346|254786|01/05/2026|Vang_khong_phep
202304346|254786|02/05/2026|Co_mat
202304346|254786|08/05/2026|Co_mat
202304346|254786|09/05/2026|Co_mat
202304346|254786|15/05/2026|Co_mat
202304346|254786|16/05/2026|Co_mat
202304346|254786|22/05/2026|Co_mat
202304346|254786|23/05/2026|Co_mat
202304346|254786|29/05/2026|Co_mat
202304346|254786|30/05/2026|Co_mat
202304346|254786|05/06/2026|Co_mat
202304346|254786|06/06/2026|Co_mat
202304346|254786|12/06/2026|Co_mat
202304346|254786|13/06/2026|Co_mat
202558262|254786|20/12/2025|Co_mat
202558262|254786|26/12/2025|Co_mat
202558262|254786|27/12/2025|Co_mat
202558262|254786|02/01/2026|Co_mat
202558262|254786|03/01/2026|Co_mat
202558262|254786|09/01/2026|Co_mat
202558262|254786|10/01/2026|Co_mat
202558262|254786|16/01/2026|Co_mat
202558262|254786|17/01/2026|Co_mat
202558262|254786|23/01/2026|Chua_diem_danh
202558262|254786|24/01/2026|Co_mat
202558262|254786|30/01/2026|Co_mat
202558262|254786|31/01/2026|Co_mat
202558262|254786|06/02/2026|Co_mat
202558262|254786|07/02/2026|Co_mat
202558262|254786|13/02/2026|Co_mat
202558262|254786|14/02/2026|Vang_khong_phep
202558262|254786|20/02/2026|Co_mat
202558262|254786|21/02/2026|Co_mat
202558262|254786|27/02/2026|Co_mat
202558262|254786|28/02/2026|Co_mat
202558262|254786|06/03/2026|Co_mat
202558262|254786|07/03/2026|Vang_khong_phep
202558262|254786|13/03/2026|Co_mat
202558262|254786|14/03/2026|Co_mat
202558262|254786|20/03/2026|Co_mat
202558262|254786|21/03/2026|Co_mat
202558262|254786|27/03/2026|Co_mat
202558262|254786|28/03/2026|Co_mat
202558262|254786|03/04/2026|Chua_diem_danh
202558262|254786|04/04/2026|Co_mat
202558262|254786|10/04/2026|Co_mat
202558262|254786|11/04/2026|Co_mat
202558262|254786|17/04/2026|Co_mat
202558262|254786|18/04/2026|Co_mat
202558262|254786|24/04/2026|Co_mat
202558262|254786|25/04/2026|Co_mat
202558262|254786|01/05/2026|Vang_khong_phep
202558262|254786|02/05/2026|Co_mat
202558262|254786|08/05/2026|Chua_diem_danh
202558262|254786|09/05/2026|Co_mat
202558262|254786|15/05/2026|Co_mat
202558262|254786|16/05/2026|Co_mat
202558262|254786|22/05/2026|Co_mat
202558262|254786|23/05/2026|Co_mat
202558262|254786|29/05/2026|Vang_khong_phep
202558262|254786|30/05/2026|Co_mat
202558262|254786|05/06/2026|Co_mat
202558262|254786|06/06/2026|Co_mat
202558262|254786|12/06/2026|Vang_khong_phep
202558262|254786|13/06/2026|Co_mat
202364763|254786|20/12/2025|Co_mat
202364763|254786|26/12/2025|Co_mat
202364763|254786|27/12/2025|Co_mat
202364763|254786|02/01/2026|Vang_khong_phep
202364763|254786|03/01/2026|Co_mat
202364763|254786|09/01/2026|Co_mat
202364763|254786|10/01/2026|Co_mat
202364763|254786|16/01/2026|Co_mat
202364763|254786|17/01/2026|Co_mat
202364763|254786|23/01/2026|Co_mat
202364763|254786|24/01/2026|Co_mat
202364763|254786|30/01/2026|Co_mat
202364763|254786|31/01/2026|Co_mat
202364763|254786|06/02/2026|Co_mat
202364763|254786|07/02/2026|Co_mat
202364763|254786|13/02/2026|Co_mat
202364763|254786|14/02/2026|Co_mat
202364763|254786|20/02/2026|Co_mat
202364763|254786|21/02/2026|Co_mat
202364763|254786|27/02/2026|Co_mat
202364763|254786|28/02/2026|Vang_khong_phep
202364763|254786|06/03/2026|Co_mat
202364763|254786|07/03/2026|Vang_khong_phep
202364763|254786|13/03/2026|Co_mat
202364763|254786|14/03/2026|Co_mat
202364763|254786|20/03/2026|Co_mat
202364763|254786|21/03/2026|Co_mat
202364763|254786|27/03/2026|Co_mat
202364763|254786|28/03/2026|Co_mat
202364763|254786|03/04/2026|Co_mat
202364763|254786|04/04/2026|Co_mat
202364763|254786|10/04/2026|Co_mat
202364763|254786|11/04/2026|Co_mat
202364763|254786|17/04/2026|Co_mat
202364763|254786|18/04/2026|Co_mat
202364763|254786|24/04/2026|Co_mat
